direction,combo,noise_k,vol_mult,window,trades,trades_per_day,wins,stops,scratch,win_rate,tp_before_sl,profit_factor,net_pct,max_drawdown_pct,avg_hold_min
LONG,strong_close+above_vwap_v+rsi_thrust_up,0.5,0.8,am_0930_1130,12,0.21,2,8,2,16.7,20.0,0.24,-1.91,2.21,95.4
LONG,strong_close+vwap_lo_bounce+cvd_up,0.5,0.8,am_0930_1130,20,0.35,10,9,1,50.0,52.6,1.06,0.17,1.5,82.8
LONG,strong_close+vwap_lo_bounce+cvd_up_v,0.5,0.8,am_0930_1130,14,0.25,9,5,0,64.3,64.3,1.8,1.2,0.9,67.1
LONG,strong_close+vwap_lo_bounce+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,5.0
LONG,strong_close+cvd_up+cvd_up_v,0.5,0.8,am_0930_1130,94,1.65,39,45,10,41.5,46.4,0.86,-1.9,4.1,97.3
LONG,strong_close+cvd_up+mom_ignite_up,0.5,0.8,am_0930_1130,13,0.23,6,5,2,46.2,54.5,1.22,0.33,0.6,95.4
LONG,strong_close+cvd_up+rsi_thrust_up,0.5,0.8,am_0930_1130,13,0.23,2,9,2,15.4,18.2,0.21,-2.21,2.51,92.7
LONG,strong_close+cvd_up_v+mom_ignite_up,0.5,0.8,am_0930_1130,9,0.16,5,3,1,55.6,62.5,1.7,0.63,0.6,84.4
LONG,strong_close+cvd_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,13,0.23,2,9,2,15.4,18.2,0.21,-2.21,2.51,92.7
LONG,strong_close+mom_ignite_up+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,10.0
LONG,orb_break_up+orb_break_up_v+vwap_reclaim_v,0.5,0.8,am_0930_1130,6,0.11,2,4,0,33.3,33.3,0.5,-0.6,0.6,80.8
LONG,orb_break_up+orb_break_up_v+rvol_thrust_up,0.5,0.8,am_0930_1130,24,0.42,12,11,1,50.0,52.2,1.1,0.33,0.9,97.5
LONG,orb_break_up+orb_break_up_v+above_vwap_v,0.5,0.8,am_0930_1130,27,0.47,12,13,2,44.4,48.0,0.96,-0.16,1.17,94.6
LONG,orb_break_up+orb_break_up_v+vwap_lo_bounce,0.5,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,51.0
LONG,orb_break_up+orb_break_up_v+cvd_up,0.5,0.8,am_0930_1130,30,0.53,12,16,2,40.0,42.9,0.78,-1.06,2.07,92.2
LONG,orb_break_up+orb_break_up_v+cvd_up_v,0.5,0.8,am_0930_1130,30,0.53,12,16,2,40.0,42.9,0.78,-1.06,2.07,92.2
LONG,orb_break_up+orb_break_up_v+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up+orb_break_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,orb_break_up+vwap_reclaim_v+rvol_thrust_up,0.5,0.8,am_0930_1130,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.3,92.5
LONG,orb_break_up+vwap_reclaim_v+above_vwap_v,0.5,0.8,am_0930_1130,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.3,92.5
LONG,orb_break_up+vwap_reclaim_v+vwap_lo_bounce,0.5,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,32.5
LONG,orb_break_up+vwap_reclaim_v+cvd_up,0.5,0.8,am_0930_1130,5,0.09,2,3,0,40.0,40.0,0.67,-0.3,0.3,80.0
LONG,orb_break_up+vwap_reclaim_v+cvd_up_v,0.5,0.8,am_0930_1130,5,0.09,2,3,0,40.0,40.0,0.67,-0.3,0.3,80.0
LONG,orb_break_up+vwap_reclaim_v+rsi_thrust_up,0.5,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,50.0
LONG,orb_break_up+rvol_thrust_up+above_vwap_v,0.5,0.8,am_0930_1130,24,0.42,12,11,1,50.0,52.2,1.1,0.33,0.9,97.5
LONG,orb_break_up+rvol_thrust_up+vwap_lo_bounce,0.5,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,51.0
LONG,orb_break_up+rvol_thrust_up+cvd_up,0.5,0.8,am_0930_1130,24,0.42,12,11,1,50.0,52.2,1.1,0.33,0.9,97.5
LONG,orb_break_up+rvol_thrust_up+cvd_up_v,0.5,0.8,am_0930_1130,24,0.42,12,11,1,50.0,52.2,1.1,0.33,0.9,97.5
LONG,orb_break_up+rvol_thrust_up+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up+rvol_thrust_up+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,orb_break_up+above_vwap_v+vwap_lo_bounce,0.5,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,51.0
LONG,orb_break_up+above_vwap_v+cvd_up,0.5,0.8,am_0930_1130,27,0.47,12,13,2,44.4,48.0,0.96,-0.16,1.17,94.6
LONG,orb_break_up+above_vwap_v+cvd_up_v,0.5,0.8,am_0930_1130,27,0.47,12,13,2,44.4,48.0,0.96,-0.16,1.17,94.6
LONG,orb_break_up+above_vwap_v+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up+above_vwap_v+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,orb_break_up+vwap_lo_bounce+cvd_up,0.5,0.8,am_0930_1130,6,0.11,5,1,0,83.3,83.3,5.0,1.2,0.3,52.5
LONG,orb_break_up+vwap_lo_bounce+cvd_up_v,0.5,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,51.0
LONG,orb_break_up+vwap_lo_bounce+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,5.0
LONG,orb_break_up+cvd_up+cvd_up_v,0.5,0.8,am_0930_1130,30,0.53,12,16,2,40.0,42.9,0.78,-1.06,2.07,92.2
LONG,orb_break_up+cvd_up+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up+cvd_up+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,orb_break_up+cvd_up_v+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up+cvd_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,orb_break_up_v+vwap_reclaim_v+rvol_thrust_up,0.5,0.8,am_0930_1130,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.3,92.5
LONG,orb_break_up_v+vwap_reclaim_v+above_vwap_v,0.5,0.8,am_0930_1130,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.3,92.5
LONG,orb_break_up_v+vwap_reclaim_v+vwap_lo_bounce,0.5,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,32.5
LONG,orb_break_up_v+vwap_reclaim_v+cvd_up,0.5,0.8,am_0930_1130,5,0.09,2,3,0,40.0,40.0,0.67,-0.3,0.3,80.0
LONG,orb_break_up_v+vwap_reclaim_v+cvd_up_v,0.5,0.8,am_0930_1130,5,0.09,2,3,0,40.0,40.0,0.67,-0.3,0.3,80.0
LONG,orb_break_up_v+vwap_reclaim_v+rsi_thrust_up,0.5,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,50.0
LONG,orb_break_up_v+rvol_thrust_up+above_vwap_v,0.5,0.8,am_0930_1130,24,0.42,12,11,1,50.0,52.2,1.1,0.33,0.9,97.5
LONG,orb_break_up_v+rvol_thrust_up+vwap_lo_bounce,0.5,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,51.0
LONG,orb_break_up_v+rvol_thrust_up+cvd_up,0.5,0.8,am_0930_1130,24,0.42,12,11,1,50.0,52.2,1.1,0.33,0.9,97.5
LONG,orb_break_up_v+rvol_thrust_up+cvd_up_v,0.5,0.8,am_0930_1130,24,0.42,12,11,1,50.0,52.2,1.1,0.33,0.9,97.5
LONG,orb_break_up_v+rvol_thrust_up+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up_v+rvol_thrust_up+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,orb_break_up_v+above_vwap_v+vwap_lo_bounce,0.5,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,51.0
LONG,orb_break_up_v+above_vwap_v+cvd_up,0.5,0.8,am_0930_1130,27,0.47,12,13,2,44.4,48.0,0.96,-0.16,1.17,94.6
LONG,orb_break_up_v+above_vwap_v+cvd_up_v,0.5,0.8,am_0930_1130,27,0.47,12,13,2,44.4,48.0,0.96,-0.16,1.17,94.6
LONG,orb_break_up_v+above_vwap_v+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up_v+above_vwap_v+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,orb_break_up_v+vwap_lo_bounce+cvd_up,0.5,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,51.0
LONG,orb_break_up_v+vwap_lo_bounce+cvd_up_v,0.5,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,51.0
LONG,orb_break_up_v+vwap_lo_bounce+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,5.0
LONG,orb_break_up_v+cvd_up+cvd_up_v,0.5,0.8,am_0930_1130,30,0.53,12,16,2,40.0,42.9,0.78,-1.06,2.07,92.2
LONG,orb_break_up_v+cvd_up+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up_v+cvd_up+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,orb_break_up_v+cvd_up_v+mom_ignite_up,0.5,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,inf,0.33,0.0,147.5
LONG,orb_break_up_v+cvd_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,6,0.11,1,5,0,16.7,16.7,0.2,-1.2,0.9,74.2
LONG,vwap_reclaim_v+rvol_thrust_up+above_vwap_v,0.5,0.8,am_0930_1130,14,0.25,5,7,2,35.7,41.7,0.79,-0.46,1.5,106.1
LONG,vwap_reclaim_v+rvol_thrust_up+vwap_lo_bounce,0.5,0.8,am_0930_1130,10,0.18,4,5,1,40.0,44.4,0.95,-0.08,0.9,89.5
LONG,vwap_reclaim_v+rvol_thrust_up+cvd_up,0.5,0.8,am_0930_1130,11,0.19,4,6,1,36.4,40.0,0.64,-0.68,1.5,108.2
LONG,vwap_reclaim_v+rvol_thrust_up+cvd_up_v,0.5,0.8,am_0930_1130,11,0.19,4,6,1,36.4,40.0,0.64,-0.68,1.5,108.2
LONG,vwap_reclaim_v+rvol_thrust_up+rsi_thrust_up,0.5,0.8,am_0930_1130,3,0.05,0,2,1,0.0,0.0,0.0,-0.68,0.38,113.3
LONG,vwap_reclaim_v+above_vwap_v+vwap_lo_bounce,0.5,0.8,am_0930_1130,11,0.19,5,5,1,45.5,50.0,1.15,0.22,0.9,82.7
LONG,vwap_reclaim_v+above_vwap_v+cvd_up,0.5,0.8,am_0930_1130,12,0.21,4,7,1,33.3,36.4,0.55,-0.98,1.8,107.9
LONG,vwap_reclaim_v+above_vwap_v+cvd_up_v,0.5,0.8,am_0930_1130,12,0.21,4,7,1,33.3,36.4,0.55,-0.98,1.8,107.9
LONG,vwap_reclaim_v+above_vwap_v+rsi_thrust_up,0.5,0.8,am_0930_1130,4,0.07,1,2,1,25.0,33.3,0.44,-0.38,0.38,88.8
LONG,vwap_reclaim_v+vwap_lo_bounce+cvd_up,0.5,0.8,am_0930_1130,9,0.16,4,5,0,44.4,44.4,0.8,-0.3,1.2,72.8
LONG,vwap_reclaim_v+vwap_lo_bounce+cvd_up_v,0.5,0.8,am_0930_1130,9,0.16,4,5,0,44.4,44.4,0.8,-0.3,1.2,72.8
LONG,vwap_reclaim_v+vwap_lo_bounce+rsi_thrust_up,0.5,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,10.0
LONG,vwap_reclaim_v+cvd_up+cvd_up_v,0.5,0.8,am_0930_1130,16,0.28,5,10,1,31.2,33.3,0.49,-1.58,2.4,94.4
LONG,vwap_reclaim_v+cvd_up+rsi_thrust_up,0.5,0.8,am_0930_1130,3,0.05,0,2,1,0.0,0.0,0.0,-0.68,0.38,113.3
LONG,vwap_reclaim_v+cvd_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,3,0.05,0,2,1,0.0,0.0,0.0,-0.68,0.38,113.3
LONG,rvol_thrust_up+above_vwap_v+vwap_lo_bounce,0.5,0.8,am_0930_1130,15,0.26,9,5,1,60.0,64.3,1.95,1.42,0.9,78.7
LONG,rvol_thrust_up+above_vwap_v+cvd_up,0.5,0.8,am_0930_1130,77,1.35,30,37,10,39.0,44.8,0.81,-2.2,4.27,98.6
LONG,rvol_thrust_up+above_vwap_v+cvd_up_v,0.5,0.8,am_0930_1130,77,1.35,30,37,10,39.0,44.8,0.81,-2.2,4.27,98.6
LONG,rvol_thrust_up+above_vwap_v+mom_ignite_up,0.5,0.8,am_0930_1130,8,0.14,4,3,1,50.0,57.1,1.37,0.33,0.87,67.5
LONG,rvol_thrust_up+above_vwap_v+rsi_thrust_up,0.5,0.8,am_0930_1130,12,0.21,2,8,2,16.7,20.0,0.24,-1.91,2.21,95.4
LONG,rvol_thrust_up+vwap_lo_bounce+cvd_up,0.5,0.8,am_0930_1130,12,0.21,8,4,0,66.7,66.7,2.0,1.2,0.9,73.8
LONG,rvol_thrust_up+vwap_lo_bounce+cvd_up_v,0.5,0.8,am_0930_1130,12,0.21,8,4,0,66.7,66.7,2.0,1.2,0.9,73.8
LONG,rvol_thrust_up+vwap_lo_bounce+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,5.0
LONG,rvol_thrust_up+cvd_up+cvd_up_v,0.5,0.8,am_0930_1130,77,1.35,30,37,10,39.0,44.8,0.81,-2.2,4.27,98.6
LONG,rvol_thrust_up+cvd_up+mom_ignite_up,0.5,0.8,am_0930_1130,8,0.14,4,3,1,50.0,57.1,1.37,0.33,0.87,67.5
LONG,rvol_thrust_up+cvd_up+rsi_thrust_up,0.5,0.8,am_0930_1130,12,0.21,2,8,2,16.7,20.0,0.24,-1.91,2.21,95.4
LONG,rvol_thrust_up+cvd_up_v+mom_ignite_up,0.5,0.8,am_0930_1130,8,0.14,4,3,1,50.0,57.1,1.37,0.33,0.87,67.5
LONG,rvol_thrust_up+cvd_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,12,0.21,2,8,2,16.7,20.0,0.24,-1.91,2.21,95.4
LONG,rvol_thrust_up+mom_ignite_up+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,10.0
LONG,above_vwap_v+vwap_lo_bounce+cvd_up,0.5,0.8,am_0930_1130,12,0.21,8,4,0,66.7,66.7,2.0,1.2,0.9,73.8
LONG,above_vwap_v+vwap_lo_bounce+cvd_up_v,0.5,0.8,am_0930_1130,12,0.21,8,4,0,66.7,66.7,2.0,1.2,0.9,73.8
LONG,above_vwap_v+vwap_lo_bounce+rsi_thrust_up,0.5,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,10.0
LONG,above_vwap_v+cvd_up+cvd_up_v,0.5,0.8,am_0930_1130,97,1.7,33,50,14,34.0,39.8,0.68,-4.97,6.63,99.9
LONG,above_vwap_v+cvd_up+mom_ignite_up,0.5,0.8,am_0930_1130,11,0.19,4,6,1,36.4,40.0,0.69,-0.57,1.47,62.7
LONG,above_vwap_v+cvd_up+rsi_thrust_up,0.5,0.8,am_0930_1130,13,0.23,2,9,2,15.4,18.2,0.21,-2.21,2.51,89.6
LONG,above_vwap_v+cvd_up_v+mom_ignite_up,0.5,0.8,am_0930_1130,11,0.19,4,6,1,36.4,40.0,0.69,-0.57,1.47,62.7
LONG,above_vwap_v+cvd_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,13,0.23,2,9,2,15.4,18.2,0.21,-2.21,2.51,89.6
LONG,above_vwap_v+mom_ignite_up+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,10.0
LONG,vwap_lo_bounce+cvd_up+cvd_up_v,0.5,0.8,am_0930_1130,14,0.25,9,5,0,64.3,64.3,1.8,1.2,0.9,67.1
LONG,vwap_lo_bounce+cvd_up+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,5.0
LONG,vwap_lo_bounce+cvd_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,5.0
LONG,cvd_up+cvd_up_v+mom_ignite_up,0.5,0.8,am_0930_1130,12,0.21,5,6,1,41.7,45.5,0.85,-0.27,1.2,75.8
LONG,cvd_up+cvd_up_v+rsi_thrust_up,0.5,0.8,am_0930_1130,14,0.25,2,10,2,14.3,16.7,0.19,-2.51,2.81,87.5
LONG,cvd_up+mom_ignite_up+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,10.0
LONG,cvd_up_v+mom_ignite_up+rsi_thrust_up,0.5,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,10.0
LONG,vwap_reclaim+above_vwap,0.5,0.8,mid_1030_1300,38,0.67,15,23,0,39.5,39.5,0.65,-2.4,3.6,72.6
LONG,vwap_reclaim+poc_reject_up,0.5,0.8,mid_1030_1300,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,30.0
LONG,vwap_reclaim+adi_up,0.5,0.8,mid_1030_1300,29,0.51,14,15,0,48.3,48.3,0.93,-0.3,2.1,70.7
LONG,vwap_reclaim+delta_surge,0.5,0.8,mid_1030_1300,11,0.19,6,5,0,54.5,54.5,1.2,0.3,0.6,75.9
LONG,vwap_reclaim+s1_bounce,0.5,0.8,mid_1030_1300,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,5.0
LONG,vwap_reclaim+yhigh_break,0.5,0.8,mid_1030_1300,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,82.5
LONG,vwap_reclaim+above_pivot,0.5,0.8,mid_1030_1300,21,0.37,5,16,0,23.8,23.8,0.31,-3.3,3.6,87.9
LONG,vwap_reclaim+macd_x_up,0.5,0.8,mid_1030_1300,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.6,43.8
LONG,vwap_reclaim+macd_x_up_neg,0.5,0.8,mid_1030_1300,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.6,43.8
LONG,vwap_reclaim+hist_turn_up,0.5,0.8,mid_1030_1300,11,0.19,3,8,0,27.3,27.3,0.38,-1.5,1.5,65.0
LONG,vwap_reclaim+strong_close,0.5,0.8,mid_1030_1300,32,0.56,13,19,0,40.6,40.6,0.68,-1.8,2.7,65.8
LONG,vwap_reclaim+orb_break_up,0.5,0.8,mid_1030_1300,6,0.11,3,3,0,50.0,50.0,1.0,0.0,0.3,39.2
LONG,vwap_reclaim+orb_break_up_v,0.5,0.8,mid_1030_1300,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.3,35.0
LONG,vwap_reclaim+vwap_reclaim_v,0.5,0.8,mid_1030_1300,21,0.37,9,12,0,42.9,42.9,0.75,-0.9,1.5,67.9
LONG,vwap_reclaim+rvol_thrust_up,0.5,0.8,mid_1030_1300,12,0.21,5,7,0,41.7,41.7,0.71,-0.6,0.6,64.6
LONG,vwap_reclaim+above_vwap_v,0.5,0.8,mid_1030_1300,16,0.28,7,9,0,43.8,43.8,0.78,-0.6,0.9,73.1
LONG,vwap_reclaim+vwap_lo_bounce,0.5,0.8,mid_1030_1300,6,0.11,3,3,0,50.0,50.0,1.0,-0.0,0.9,40.0
LONG,vwap_reclaim+cvd_up,0.5,0.8,mid_1030_1300,27,0.47,12,15,0,44.4,44.4,0.8,-0.9,2.4,66.1
LONG,vwap_reclaim+cvd_up_v,0.5,0.8,mid_1030_1300,15,0.26,7,8,0,46.7,46.7,0.88,-0.3,0.6,67.0
LONG,vwap_reclaim+mom_ignite_up,0.5,0.8,mid_1030_1300,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,105.0
LONG,vwap_reclaim+rsi_thrust_up,0.5,0.8,mid_1030_1300,9,0.16,4,5,0,44.4,44.4,0.8,-0.3,0.6,61.7
LONG,above_vwap+poc_reject_up,0.5,0.8,mid_1030_1300,17,0.3,7,10,0,41.2,41.2,0.7,-0.9,1.8,37.6
LONG,above_vwap+adi_up,0.5,0.8,mid_1030_1300,320,5.61,147,143,30,45.9,50.7,1.06,2.57,9.36,89.9
LONG,above_vwap+delta_surge,0.5,0.8,mid_1030_1300,125,2.19,54,58,13,43.2,48.2,0.96,-0.72,5.04,89.4
LONG,above_vwap+s1_bounce,0.5,0.8,mid_1030_1300,7,0.12,3,4,0,42.9,42.9,0.75,-0.3,1.2,38.6
LONG,above_vwap+ylow_reclaim,0.5,0.8,mid_1030_1300,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,15.0
LONG,above_vwap+yhigh_break,0.5,0.8,mid_1030_1300,15,0.26,5,7,3,33.3,41.7,0.86,-0.31,0.97,101.0
LONG,above_vwap+above_pivot,0.5,0.8,mid_1030_1300,309,5.42,125,137,47,40.5,47.7,0.96,-1.81,8.47,106.6
LONG,above_vwap+macd_x_up,0.5,0.8,mid_1030_1300,20,0.35,7,12,1,35.0,36.8,0.63,-1.32,2.52,79.2
LONG,above_vwap+macd_x_up_neg,0.5,0.8,mid_1030_1300,5,0.09,3,2,0,60.0,60.0,1.5,0.3,0.6,59.0
LONG,above_vwap+hist_turn_up,0.5,0.8,mid_1030_1300,54,0.95,19,27,8,35.2,41.3,0.78,-1.8,1.93,87.4
LONG,above_vwap+strong_close,0.5,0.8,mid_1030_1300,249,4.37,109,113,27,43.8,49.1,1.0,0.01,9.15,87.9
LONG,above_vwap+orb_break_up,0.5,0.8,mid_1030_1300,24,0.42,9,12,3,37.5,42.9,0.83,-0.61,1.27,75.4
LONG,above_vwap+orb_break_up_v,0.5,0.8,mid_1030_1300,18,0.32,7,10,1,38.9,41.2,0.68,-0.97,1.27,65.3
LONG,above_vwap+vwap_reclaim_v,0.5,0.8,mid_1030_1300,21,0.37,9,12,0,42.9,42.9,0.75,-0.9,1.5,67.9
LONG,above_vwap+rvol_thrust_up,0.5,0.8,mid_1030_1300,108,1.89,48,48,12,44.4,50.0,1.04,0.56,3.7,86.5
LONG,above_vwap+above_vwap_v,0.5,0.8,mid_1030_1300,203,3.56,85,95,23,41.9,47.2,0.91,-2.51,7.28,91.0
LONG,above_vwap+vwap_lo_bounce,0.5,0.8,mid_1030_1300,7,0.12,4,3,0,57.1,57.1,1.33,0.3,0.9,35.7
LONG,above_vwap+cvd_up,0.5,0.8,mid_1030_1300,284,4.98,122,132,30,43.0,48.0,0.96,-1.81,8.28,91.9
LONG,above_vwap+cvd_up_v,0.5,0.8,mid_1030_1300,182,3.19,78,84,20,42.9,48.1,0.95,-1.3,5.04,91.9
LONG,above_vwap+mom_ignite_up,0.5,0.8,mid_1030_1300,27,0.47,14,12,1,51.9,53.8,1.22,0.77,0.9,55.9
LONG,above_vwap+rsi_thrust_up,0.5,0.8,mid_1030_1300,26,0.46,11,13,2,42.3,45.8,0.83,-0.66,1.56,70.0
LONG,poc_reject_up+adi_up,0.5,0.8,mid_1030_1300,18,0.32,6,11,1,33.3,35.3,0.53,-1.59,2.49,55.0
LONG,poc_reject_up+delta_surge,0.5,0.8,mid_1030_1300,6,0.11,3,3,0,50.0,50.0,1.0,-0.0,0.9,31.7
LONG,poc_reject_up+s1_bounce,0.5,0.8,mid_1030_1300,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,5.0
LONG,poc_reject_up+yhigh_break,0.5,0.8,mid_1030_1300,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,15.0
LONG,poc_reject_up+above_pivot,0.5,0.8,mid_1030_1300,17,0.3,7,10,0,41.2,41.2,0.7,-0.9,2.1,35.6
LONG,poc_reject_up+macd_x_up,0.5,0.8,mid_1030_1300,2,0.04,1,0,1,50.0,100.0,4.87,0.24,0.06,97.5
LONG,poc_reject_up+macd_x_up_neg,0.5,0.8,mid_1030_1300,1,0.02,0,0,1,0.0,0.0,0.0,-0.06,0.0,155.0
LONG,poc_reject_up+hist_turn_up,0.5,0.8,mid_1030_1300,10,0.18,2,7,1,20.0,22.2,0.28,-1.56,2.16,62.0
LONG,poc_reject_up+strong_close,0.5,0.8,mid_1030_1300,22,0.39,8,13,1,36.4,38.1,0.61,-1.56,2.46,48.6
LONG,poc_reject_up+orb_break_up,0.5,0.8,mid_1030_1300,3,0.05,2,1,0,66.7,66.7,2.0,0.3,0.3,46.7
LONG,poc_reject_up+orb_break_up_v,0.5,0.8,mid_1030_1300,2,0.04,2,0,0,100.0,100.0,inf,0.6,0.0,37.5
LONG,poc_reject_up+vwap_reclaim_v,0.5,0.8,mid_1030_1300,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,5.0
LONG,poc_reject_up+rvol_thrust_up,0.5,0.8,mid_1030_1300,6,0.11,4,2,0,66.7,66.7,2.0,0.6,0.3,32.5
LONG,poc_reject_up+above_vwap_v,0.5,0.8,mid_1030_1300,9,0.16,5,4,0,55.6,55.6,1.25,0.3,0.9,31.7
LONG,poc_reject_up+vwap_lo_bounce,0.5,0.8,mid_1030_1300,6,0.11,0,4,2,0.0,0.0,0.0,-1.35,1.05,97.5
LONG,poc_reject_up+cvd_up,0.5,0.8,mid_1030_1300,10,0.18,5,5,0,50.0,50.0,1.0,0.0,0.6,40.0
LONG,poc_reject_up+cvd_up_v,0.5,0.8,mid_1030_1300,6,0.11,4,2,0,66.7,66.7,2.0,0.6,0.3,30.0
LONG,poc_reject_up+mom_ignite_up,0.5,0.8,mid_1030_1300,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,25.0
LONG,poc_reject_up+rsi_thrust_up,0.5,0.8,mid_1030_1300,3,0.05,2,1,0,66.7,66.7,2.0,0.3,0.3,21.7
LONG,adi_up+delta_surge,0.5,0.8,mid_1030_1300,169,2.96,64,92,13,37.9,41.0,0.72,-7.92,10.02,79.8
LONG,adi_up+s1_bounce,0.5,0.8,mid_1030_1300,11,0.19,4,7,0,36.4,36.4,0.57,-0.9,1.8,45.5
