direction,combo,noise_k,vol_mult,window,trades,trades_per_day,wins,stops,scratch,win_rate,tp_before_sl,profit_factor,net_pct,max_drawdown_pct,avg_hold_min
LONG,s1_bounce+hist_turn_up+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,s1_bounce+hist_turn_up+cvd_up,0.0,1.2,full_0930_1400,3,0.05,1,0,2,33.3,100.0,inf,0.67,0.0,98.3
LONG,s1_bounce+hist_turn_up+cvd_up_v,0.0,1.2,full_0930_1400,3,0.05,1,0,2,33.3,100.0,inf,0.67,0.0,98.3
LONG,s1_bounce+hist_turn_up+mom_ignite_up,0.0,1.2,full_0930_1400,1,0.02,0,0,1,0.0,0.0,inf,0.28,0.0,105.0
LONG,s1_bounce+strong_close+orb_break_up,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+strong_close+orb_break_up_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+strong_close+vwap_reclaim_v,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,65.0
LONG,s1_bounce+strong_close+rvol_thrust_up,0.0,1.2,full_0930_1400,7,0.12,2,2,3,28.6,50.0,1.86,0.51,0.3,115.0
LONG,s1_bounce+strong_close+above_vwap_v,0.0,1.2,full_0930_1400,7,0.12,2,2,3,28.6,50.0,1.86,0.51,0.3,115.0
LONG,s1_bounce+strong_close+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,s1_bounce+strong_close+cvd_up,0.0,1.2,full_0930_1400,6,0.11,2,0,4,33.3,100.0,inf,1.22,0.0,116.7
LONG,s1_bounce+strong_close+cvd_up_v,0.0,1.2,full_0930_1400,6,0.11,2,0,4,33.3,100.0,inf,1.22,0.0,116.7
LONG,s1_bounce+strong_close+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,0,1,50.0,100.0,inf,0.58,0.0,87.5
LONG,s1_bounce+orb_break_up+orb_break_up_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+orb_break_up+vwap_reclaim_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+orb_break_up+cvd_up,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+orb_break_up+cvd_up_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+orb_break_up_v+vwap_reclaim_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+orb_break_up_v+cvd_up,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+orb_break_up_v+cvd_up_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+vwap_reclaim_v+rvol_thrust_up,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,s1_bounce+vwap_reclaim_v+above_vwap_v,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,s1_bounce+vwap_reclaim_v+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,s1_bounce+vwap_reclaim_v+cvd_up,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+vwap_reclaim_v+cvd_up_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,s1_bounce+rvol_thrust_up+above_vwap_v,0.0,1.2,full_0930_1400,7,0.12,2,2,3,28.6,50.0,1.86,0.51,0.3,115.0
LONG,s1_bounce+rvol_thrust_up+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,s1_bounce+rvol_thrust_up+cvd_up,0.0,1.2,full_0930_1400,4,0.07,1,0,3,25.0,100.0,inf,0.81,0.0,123.8
LONG,s1_bounce+rvol_thrust_up+cvd_up_v,0.0,1.2,full_0930_1400,4,0.07,1,0,3,25.0,100.0,inf,0.81,0.0,123.8
LONG,s1_bounce+rvol_thrust_up+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,0,1,50.0,100.0,inf,0.58,0.0,87.5
LONG,s1_bounce+above_vwap_v+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,s1_bounce+above_vwap_v+cvd_up,0.0,1.2,full_0930_1400,4,0.07,1,0,3,25.0,100.0,inf,0.81,0.0,123.8
LONG,s1_bounce+above_vwap_v+cvd_up_v,0.0,1.2,full_0930_1400,4,0.07,1,0,3,25.0,100.0,inf,0.81,0.0,123.8
LONG,s1_bounce+above_vwap_v+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,0,1,50.0,100.0,inf,0.58,0.0,87.5
LONG,s1_bounce+cvd_up+cvd_up_v,0.0,1.2,full_0930_1400,6,0.11,2,0,4,33.3,100.0,inf,1.22,0.0,116.7
LONG,s1_bounce+cvd_up+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,0,1,50.0,100.0,inf,0.58,0.0,87.5
LONG,s1_bounce+cvd_up_v+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,0,1,50.0,100.0,inf,0.58,0.0,87.5
LONG,ylow_reclaim+macd_x_up+strong_close,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,55.0
LONG,ylow_reclaim+macd_x_up+rvol_thrust_up,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,55.0
LONG,ylow_reclaim+macd_x_up+above_vwap_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,55.0
LONG,ylow_reclaim+macd_x_up+cvd_up,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,55.0
LONG,ylow_reclaim+macd_x_up+cvd_up_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,55.0
LONG,ylow_reclaim+macd_x_up+rsi_thrust_up,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,55.0
LONG,ylow_reclaim+hist_turn_up+strong_close,0.0,1.2,full_0930_1400,8,0.14,2,2,4,25.0,50.0,1.98,0.59,0.3,110.0
LONG,ylow_reclaim+hist_turn_up+vwap_reclaim_v,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,ylow_reclaim+hist_turn_up+rvol_thrust_up,0.0,1.2,full_0930_1400,5,0.09,2,2,1,40.0,50.0,1.24,0.15,0.3,100.0
LONG,ylow_reclaim+hist_turn_up+above_vwap_v,0.0,1.2,full_0930_1400,5,0.09,2,2,1,40.0,50.0,1.24,0.15,0.3,100.0
LONG,ylow_reclaim+hist_turn_up+vwap_lo_bounce,0.0,1.2,full_0930_1400,3,0.05,0,2,1,0.0,0.0,0.12,-0.53,0.6,95.0
LONG,ylow_reclaim+hist_turn_up+cvd_up,0.0,1.2,full_0930_1400,4,0.07,2,0,2,50.0,100.0,inf,0.9,0.0,117.5
LONG,ylow_reclaim+hist_turn_up+cvd_up_v,0.0,1.2,full_0930_1400,4,0.07,2,0,2,50.0,100.0,inf,0.9,0.0,117.5
LONG,ylow_reclaim+strong_close+orb_break_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+strong_close+orb_break_up_v,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+strong_close+vwap_reclaim_v,0.0,1.2,full_0930_1400,4,0.07,1,2,1,25.0,33.3,0.9,-0.06,0.3,110.0
LONG,ylow_reclaim+strong_close+rvol_thrust_up,0.0,1.2,full_0930_1400,12,0.21,6,3,3,50.0,66.7,2.59,1.43,0.46,96.7
LONG,ylow_reclaim+strong_close+above_vwap_v,0.0,1.2,full_0930_1400,14,0.25,7,3,4,50.0,70.0,3.2,1.98,0.46,100.4
LONG,ylow_reclaim+strong_close+vwap_lo_bounce,0.0,1.2,full_0930_1400,7,0.12,1,4,2,14.3,20.0,0.34,-0.79,0.9,107.9
LONG,ylow_reclaim+strong_close+cvd_up,0.0,1.2,full_0930_1400,11,0.19,6,1,4,54.5,85.7,8.29,2.19,0.3,102.7
LONG,ylow_reclaim+strong_close+cvd_up_v,0.0,1.2,full_0930_1400,11,0.19,6,1,4,54.5,85.7,8.29,2.19,0.3,102.7
LONG,ylow_reclaim+strong_close+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,55.0
LONG,ylow_reclaim+strong_close+rsi_thrust_up,0.0,1.2,full_0930_1400,3,0.05,2,0,1,66.7,100.0,inf,0.84,0.0,105.0
LONG,ylow_reclaim+orb_break_up+orb_break_up_v,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up+rvol_thrust_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up+above_vwap_v,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up+cvd_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up+cvd_up_v,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up+mom_ignite_up,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,65.0
LONG,ylow_reclaim+orb_break_up_v+rvol_thrust_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up_v+above_vwap_v,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up_v+cvd_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up_v+cvd_up_v,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,77.5
LONG,ylow_reclaim+orb_break_up_v+mom_ignite_up,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,65.0
LONG,ylow_reclaim+vwap_reclaim_v+rvol_thrust_up,0.0,1.2,full_0930_1400,4,0.07,1,2,1,25.0,33.3,0.9,-0.06,0.3,110.0
LONG,ylow_reclaim+vwap_reclaim_v+above_vwap_v,0.0,1.2,full_0930_1400,4,0.07,1,2,1,25.0,33.3,0.9,-0.06,0.3,110.0
LONG,ylow_reclaim+vwap_reclaim_v+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,ylow_reclaim+vwap_reclaim_v+cvd_up,0.0,1.2,full_0930_1400,2,0.04,1,0,1,50.0,100.0,inf,0.54,0.0,130.0
LONG,ylow_reclaim+vwap_reclaim_v+cvd_up_v,0.0,1.2,full_0930_1400,2,0.04,1,0,1,50.0,100.0,inf,0.54,0.0,130.0
LONG,ylow_reclaim+vwap_reclaim_v+rsi_thrust_up,0.0,1.2,full_0930_1400,2,0.04,1,0,1,50.0,100.0,inf,0.54,0.0,130.0
LONG,ylow_reclaim+rvol_thrust_up+above_vwap_v,0.0,1.2,full_0930_1400,12,0.21,6,3,3,50.0,66.7,2.59,1.43,0.46,96.7
LONG,ylow_reclaim+rvol_thrust_up+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,ylow_reclaim+rvol_thrust_up+cvd_up,0.0,1.2,full_0930_1400,10,0.18,6,1,3,60.0,85.7,7.76,2.03,0.3,98.0
LONG,ylow_reclaim+rvol_thrust_up+cvd_up_v,0.0,1.2,full_0930_1400,10,0.18,6,1,3,60.0,85.7,7.76,2.03,0.3,98.0
LONG,ylow_reclaim+rvol_thrust_up+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,55.0
LONG,ylow_reclaim+rvol_thrust_up+rsi_thrust_up,0.0,1.2,full_0930_1400,3,0.05,2,0,1,66.7,100.0,inf,0.84,0.0,105.0
LONG,ylow_reclaim+above_vwap_v+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
LONG,ylow_reclaim+above_vwap_v+cvd_up,0.0,1.2,full_0930_1400,11,0.19,7,1,3,63.6,87.5,8.76,2.33,0.3,92.7
LONG,ylow_reclaim+above_vwap_v+cvd_up_v,0.0,1.2,full_0930_1400,11,0.19,7,1,3,63.6,87.5,8.76,2.33,0.3,92.7
LONG,ylow_reclaim+above_vwap_v+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,55.0
LONG,ylow_reclaim+above_vwap_v+rsi_thrust_up,0.0,1.2,full_0930_1400,3,0.05,2,0,1,66.7,100.0,inf,0.84,0.0,105.0
LONG,ylow_reclaim+cvd_up+cvd_up_v,0.0,1.2,full_0930_1400,12,0.21,7,1,4,58.3,87.5,9.29,2.49,0.3,97.5
LONG,ylow_reclaim+cvd_up+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,55.0
LONG,ylow_reclaim+cvd_up+rsi_thrust_up,0.0,1.2,full_0930_1400,3,0.05,2,0,1,66.7,100.0,inf,0.84,0.0,105.0
LONG,ylow_reclaim+cvd_up_v+mom_ignite_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,55.0
LONG,ylow_reclaim+cvd_up_v+rsi_thrust_up,0.0,1.2,full_0930_1400,3,0.05,2,0,1,66.7,100.0,inf,0.84,0.0,105.0
LONG,yhigh_break+above_pivot+hist_turn_up,0.0,1.2,full_0930_1400,11,0.19,1,6,4,9.1,14.3,0.14,-1.77,1.47,96.4
LONG,yhigh_break+above_pivot+strong_close,0.0,1.2,full_0930_1400,14,0.25,2,6,6,14.3,25.0,0.33,-1.39,1.46,113.6
LONG,yhigh_break+above_pivot+orb_break_up,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+above_pivot+orb_break_up_v,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+above_pivot+vwap_reclaim_v,0.0,1.2,full_0930_1400,3,0.05,0,3,0,0.0,0.0,0.0,-0.9,0.6,58.3
LONG,yhigh_break+above_pivot+rvol_thrust_up,0.0,1.2,full_0930_1400,9,0.16,2,3,4,22.2,40.0,0.56,-0.48,0.48,118.9
LONG,yhigh_break+above_pivot+above_vwap_v,0.0,1.2,full_0930_1400,11,0.19,3,4,4,27.3,42.9,0.66,-0.48,0.3,108.2
LONG,yhigh_break+above_pivot+vwap_lo_bounce,0.0,1.2,full_0930_1400,4,0.07,1,2,1,25.0,33.3,0.61,-0.23,0.6,102.5
LONG,yhigh_break+above_pivot+cvd_up,0.0,1.2,full_0930_1400,10,0.18,3,3,4,30.0,50.0,0.83,-0.18,0.3,110.0
LONG,yhigh_break+above_pivot+cvd_up_v,0.0,1.2,full_0930_1400,10,0.18,3,3,4,30.0,50.0,0.83,-0.18,0.3,110.0
LONG,yhigh_break+above_pivot+mom_ignite_up,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,35.0
LONG,yhigh_break+above_pivot+rsi_thrust_up,0.0,1.2,full_0930_1400,4,0.07,0,3,1,0.0,0.0,0.0,-1.0,0.7,70.0
LONG,yhigh_break+hist_turn_up+strong_close,0.0,1.2,full_0930_1400,11,0.19,1,6,4,9.1,14.3,0.14,-1.77,1.47,96.4
LONG,yhigh_break+hist_turn_up+orb_break_up,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,65.0
LONG,yhigh_break+hist_turn_up+orb_break_up_v,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,65.0
LONG,yhigh_break+hist_turn_up+vwap_reclaim_v,0.0,1.2,full_0930_1400,3,0.05,0,3,0,0.0,0.0,0.0,-0.9,0.6,58.3
LONG,yhigh_break+hist_turn_up+rvol_thrust_up,0.0,1.2,full_0930_1400,7,0.12,1,3,3,14.3,25.0,0.27,-0.8,0.5,92.1
LONG,yhigh_break+hist_turn_up+above_vwap_v,0.0,1.2,full_0930_1400,7,0.12,1,3,3,14.3,25.0,0.27,-0.8,0.5,92.1
LONG,yhigh_break+hist_turn_up+vwap_lo_bounce,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,60.0
LONG,yhigh_break+hist_turn_up+cvd_up,0.0,1.2,full_0930_1400,6,0.11,1,2,3,16.7,33.3,0.37,-0.5,0.5,92.5
LONG,yhigh_break+hist_turn_up+cvd_up_v,0.0,1.2,full_0930_1400,6,0.11,1,2,3,16.7,33.3,0.37,-0.5,0.5,92.5
LONG,yhigh_break+hist_turn_up+rsi_thrust_up,0.0,1.2,full_0930_1400,4,0.07,0,3,1,0.0,0.0,0.0,-1.0,0.7,70.0
LONG,yhigh_break+strong_close+orb_break_up,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+strong_close+orb_break_up_v,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+strong_close+vwap_reclaim_v,0.0,1.2,full_0930_1400,3,0.05,0,3,0,0.0,0.0,0.0,-0.9,0.6,58.3
LONG,yhigh_break+strong_close+rvol_thrust_up,0.0,1.2,full_0930_1400,9,0.16,2,3,4,22.2,40.0,0.56,-0.48,0.48,118.9
LONG,yhigh_break+strong_close+above_vwap_v,0.0,1.2,full_0930_1400,9,0.16,2,3,4,22.2,40.0,0.56,-0.48,0.48,118.9
LONG,yhigh_break+strong_close+vwap_lo_bounce,0.0,1.2,full_0930_1400,4,0.07,1,2,1,25.0,33.3,0.61,-0.23,0.6,102.5
LONG,yhigh_break+strong_close+cvd_up,0.0,1.2,full_0930_1400,8,0.14,2,2,4,25.0,50.0,0.77,-0.18,0.48,122.5
LONG,yhigh_break+strong_close+cvd_up_v,0.0,1.2,full_0930_1400,8,0.14,2,2,4,25.0,50.0,0.77,-0.18,0.48,122.5
LONG,yhigh_break+strong_close+rsi_thrust_up,0.0,1.2,full_0930_1400,4,0.07,0,3,1,0.0,0.0,0.0,-1.0,0.7,70.0
LONG,yhigh_break+orb_break_up+orb_break_up_v,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+orb_break_up+vwap_reclaim_v,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,40.0
LONG,yhigh_break+orb_break_up+rvol_thrust_up,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+orb_break_up+above_vwap_v,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+orb_break_up+vwap_lo_bounce,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,185.0
LONG,yhigh_break+orb_break_up+cvd_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,112.5
LONG,yhigh_break+orb_break_up+cvd_up_v,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,112.5
LONG,yhigh_break+orb_break_up+rsi_thrust_up,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,65.0
LONG,yhigh_break+orb_break_up_v+vwap_reclaim_v,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,40.0
LONG,yhigh_break+orb_break_up_v+rvol_thrust_up,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+orb_break_up_v+above_vwap_v,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,105.0
LONG,yhigh_break+orb_break_up_v+vwap_lo_bounce,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,185.0
LONG,yhigh_break+orb_break_up_v+cvd_up,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,112.5
LONG,yhigh_break+orb_break_up_v+cvd_up_v,0.0,1.2,full_0930_1400,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,112.5
LONG,yhigh_break+orb_break_up_v+rsi_thrust_up,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,65.0
LONG,yhigh_break+vwap_reclaim_v+rvol_thrust_up,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,40.0
LONG,yhigh_break+vwap_reclaim_v+above_vwap_v,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,40.0
LONG,yhigh_break+vwap_reclaim_v+vwap_lo_bounce,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,95.0
LONG,yhigh_break+vwap_reclaim_v+cvd_up,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,40.0
LONG,yhigh_break+vwap_reclaim_v+cvd_up_v,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,40.0
LONG,yhigh_break+vwap_reclaim_v+rsi_thrust_up,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,40.0
LONG,yhigh_break+rvol_thrust_up+above_vwap_v,0.0,1.2,full_0930_1400,9,0.16,2,3,4,22.2,40.0,0.56,-0.48,0.48,118.9
LONG,yhigh_break+rvol_thrust_up+vwap_lo_bounce,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,185.0
LONG,yhigh_break+rvol_thrust_up+cvd_up,0.0,1.2,full_0930_1400,8,0.14,2,2,4,25.0,50.0,0.77,-0.18,0.48,122.5
LONG,yhigh_break+rvol_thrust_up+cvd_up_v,0.0,1.2,full_0930_1400,8,0.14,2,2,4,25.0,50.0,0.77,-0.18,0.48,122.5
LONG,yhigh_break+rvol_thrust_up+rsi_thrust_up,0.0,1.2,full_0930_1400,4,0.07,0,3,1,0.0,0.0,0.0,-1.0,0.7,70.0
LONG,yhigh_break+above_vwap_v+vwap_lo_bounce,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,185.0
LONG,yhigh_break+above_vwap_v+cvd_up,0.0,1.2,full_0930_1400,10,0.18,3,3,4,30.0,50.0,0.83,-0.18,0.3,110.0
LONG,yhigh_break+above_vwap_v+cvd_up_v,0.0,1.2,full_0930_1400,10,0.18,3,3,4,30.0,50.0,0.83,-0.18,0.3,110.0
LONG,yhigh_break+above_vwap_v+mom_ignite_up,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,35.0
LONG,yhigh_break+above_vwap_v+rsi_thrust_up,0.0,1.2,full_0930_1400,4,0.07,0,3,1,0.0,0.0,0.0,-1.0,0.7,70.0
LONG,yhigh_break+vwap_lo_bounce+cvd_up,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,185.0
LONG,yhigh_break+vwap_lo_bounce+cvd_up_v,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,185.0
LONG,yhigh_break+cvd_up+cvd_up_v,0.0,1.2,full_0930_1400,10,0.18,3,3,4,30.0,50.0,0.83,-0.18,0.3,110.0
LONG,yhigh_break+cvd_up+mom_ignite_up,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,35.0
LONG,yhigh_break+cvd_up+rsi_thrust_up,0.0,1.2,full_0930_1400,3,0.05,0,2,1,0.0,0.0,0.0,-0.7,0.4,63.3
LONG,yhigh_break+cvd_up_v+mom_ignite_up,0.0,1.2,full_0930_1400,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,35.0
LONG,yhigh_break+cvd_up_v+rsi_thrust_up,0.0,1.2,full_0930_1400,3,0.05,0,2,1,0.0,0.0,0.0,-0.7,0.4,63.3
LONG,above_pivot+macd_x_up+macd_x_up_neg,0.0,1.2,full_0930_1400,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,98.3
LONG,above_pivot+macd_x_up+hist_turn_up,0.0,1.2,full_0930_1400,3,0.05,0,2,1,0.0,0.0,0.15,-0.51,0.3,111.7
LONG,above_pivot+macd_x_up+strong_close,0.0,1.2,full_0930_1400,14,0.25,2,10,2,14.3,16.7,0.23,-2.31,2.4,111.8
LONG,above_pivot+macd_x_up+orb_break_up,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,172.5
LONG,above_pivot+macd_x_up+orb_break_up_v,0.0,1.2,full_0930_1400,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,172.5
LONG,above_pivot+macd_x_up+vwap_reclaim_v,0.0,1.2,full_0930_1400,3,0.05,2,1,0,66.7,66.7,2.0,0.3,0.3,81.7
LONG,above_pivot+macd_x_up+rvol_thrust_up,0.0,1.2,full_0930_1400,9,0.16,1,6,2,11.1,14.3,0.22,-1.41,1.2,118.9
LONG,above_pivot+macd_x_up+above_vwap_v,0.0,1.2,full_0930_1400,10,0.18,1,7,2,10.0,12.5,0.19,-1.71,1.5,126.0
LONG,above_pivot+macd_x_up+vwap_lo_bounce,0.0,1.2,full_0930_1400,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,15.0
LONG,above_pivot+macd_x_up+cvd_up,0.0,1.2,full_0930_1400,14,0.25,2,10,2,14.3,16.7,0.23,-2.31,2.4,115.7
LONG,above_pivot+macd_x_up+cvd_up_v,0.0,1.2,full_0930_1400,14,0.25,2,10,2,14.3,16.7,0.23,-2.31,2.4,115.7
